ticket_id,opened_at,cloud,category,priority,summary,status,assignment_group,resolution_hours,sla_met,root_cause,resolution
CLD-00605,2026-05-29T01:00:00,Azure,Identity,P3,Azure identity operational issue,Resolved,Cloud Operations,22.9,Yes,Identity configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00606,2026-03-05T01:00:00,Azure,Backup,P3,Azure backup operational issue,Resolved,Cloud Operations,1.8,Yes,Backup configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00607,2026-02-07T17:00:00,AWS,Backup,P3,AWS backup operational issue,Resolved,Cloud Operations,26.44,No,Backup configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00608,2026-01-11T15:00:00,Azure,Database,P4,Azure database operational issue,Resolved,Cloud Operations,29.33,Yes,Database configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00609,2026-05-11T16:00:00,Azure,Cost,P4,Azure cost operational issue,Resolved,Cloud Operations,22.25,Yes,Cost configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00610,2026-06-19T05:00:00,AWS,Cost,P3,AWS cost operational issue,Resolved,Cloud Operations,26.86,No,Cost configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00611,2026-05-20T05:00:00,AWS,Compute,P4,AWS compute operational issue,Resolved,Cloud Operations,6.51,Yes,Compute configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00612,2026-01-29T02:00:00,Azure,Backup,P3,Azure backup operational issue,Resolved,Cloud Operations,9.48,Yes,Backup configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00613,2026-02-22T09:00:00,AWS,Database,P3,AWS database operational issue,Resolved,Cloud Operations,7.24,Yes,Database configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00614,2026-02-08T19:00:00,Azure,Identity,P3,Azure identity operational issue,Resolved,Cloud Operations,34.89,No,Identity configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00615,2026-03-12T10:00:00,Azure,Identity,P3,Azure identity operational issue,Resolved,Cloud Operations,29.36,No,Identity configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00616,2026-05-22T06:00:00,AWS,Identity,P3,AWS identity operational issue,Resolved,Cloud Operations,21.1,Yes,Identity configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00617,2026-03-19T07:00:00,Azure,Compute,P4,Azure compute operational issue,Resolved,Cloud Operations,35.0,Yes,Compute configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00618,2026-02-21T15:00:00,AWS,Network,P3,AWS network operational issue,Resolved,Cloud Operations,19.38,Yes,Network configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00619,2026-04-12T22:00:00,Azure,Cost,P2,Azure cost operational issue,Resolved,Cloud Operations,3.61,Yes,Cost configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00620,2026-03-31T02:00:00,AWS,Terraform,P3,AWS terraform operational issue,Resolved,Cloud Operations,5.0,Yes,Terraform configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00621,2026-05-11T19:00:00,Azure,Identity,P3,Azure identity operational issue,Resolved,Cloud Operations,35.03,No,Identity configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00622,2026-05-05T14:00:00,Azure,Backup,P4,Azure backup operational issue,Resolved,Cloud Operations,5.43,Yes,Backup configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00623,2026-06-06T19:00:00,Azure,Cost,P4,Azure cost operational issue,Resolved,Cloud Operations,21.0,Yes,Cost configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00624,2026-03-30T19:00:00,Azure,Terraform,P2,Azure terraform operational issue,Resolved,Cloud Operations,6.66,Yes,Terraform configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00625,2026-06-12T15:00:00,Azure,Compute,P2,Azure compute operational issue,Resolved,Cloud Operations,7.38,Yes,Compute configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00626,2026-06-25T22:00:00,AWS,Backup,P4,AWS backup operational issue,Resolved,Cloud Operations,33.9,Yes,Backup configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00627,2026-05-29T21:00:00,Azure,Network,P3,Azure network operational issue,Resolved,Cloud Operations,37.97,No,Network configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00628,2026-03-21T05:00:00,Azure,Security,P4,Azure security operational issue,Resolved,Cloud Operations,18.08,Yes,Security configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00629,2026-01-18T18:00:00,Azure,Terraform,P4,Azure terraform operational issue,Resolved,Cloud Operations,23.24,Yes,Terraform configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00630,2026-01-20T10:00:00,Azure,Compute,P2,Azure compute operational issue,Resolved,Cloud Operations,6.96,Yes,Compute configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00631,2026-04-27T07:00:00,Azure,Compute,P4,Azure compute operational issue,Resolved,Cloud Operations,11.75,Yes,Compute configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00632,2026-06-02T13:00:00,Azure,Terraform,P4,Azure terraform operational issue,Resolved,Cloud Operations,29.24,Yes,Terraform configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00633,2026-04-18T17:00:00,Azure,Database,P2,Azure database operational issue,Resolved,Cloud Operations,0.57,Yes,Database configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00634,2026-06-15T19:00:00,AWS,Backup,P3,AWS backup operational issue,Resolved,Cloud Operations,30.5,No,Backup configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00635,2026-02-11T12:00:00,Azure,Monitoring,P2,Azure monitoring operational issue,Resolved,Cloud Operations,2.7,Yes,Monitoring configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00636,2026-04-09T16:00:00,Azure,Monitoring,P3,Azure monitoring operational issue,Resolved,Cloud Operations,12.34,Yes,Monitoring configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00637,2026-05-04T03:00:00,Azure,Terraform,P4,Azure terraform operational issue,Resolved,Cloud Operations,6.77,Yes,Terraform configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00638,2026-05-04T12:00:00,AWS,Storage,P4,AWS storage operational issue,Resolved,Cloud Operations,28.07,Yes,Storage configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00639,2026-04-23T10:00:00,AWS,Compute,P4,AWS compute operational issue,Resolved,Cloud Operations,4.68,Yes,Compute configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00640,2026-06-11T09:00:00,Azure,Identity,P3,Azure identity operational issue,Resolved,Cloud Operations,25.93,No,Identity configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
